交易日期,淨值,市價,折溢價利率(%)
2020-01-02,23.8784,23.51,-1.54%
2020-01-03,24.6487,24.34,-1.25%
2020-01-06,24.3659,24.77,1.66%
2020-01-07,24.1402,24.29,0.62%
2020-01-08,23.6643,24.42,3.19%
2020-01-09,23.8962,23.79,-0.44%
2020-01-10,24.3129,23.82,-2.03%
2020-01-13,24.1251,24.27,0.60%
2020-01-14,24.3995,24.02,-1.56%
2020-01-15,24.6856,24.43,-1.04%
2020-01-16,24.5278,24.55,0.09%
2020-01-17,24.0667,24.17,0.43%
2020-01-30,26.6272,26.41,-0.82%
2020-01-31,26.7378,26.35,-1.45%
2020-02-03,26.9361,26.6,-1.25%
2020-02-04,26.0385,26.65,2.35%
2020-02-05,25.5896,26.16,2.23%
2020-02-06,25.7677,25.38,-1.50%
2020-02-07,26.4764,25.92,-2.10%
2020-02-10,26.6665,26.35,-1.19%
2020-02-11,26.3712,26.39,0.07%
2020-02-12,25.955,26.08,0.48%
2020-02-13,26.106,26.18,0.28%
2020-02-14,26.4323,26.2,-0.88%
2020-02-18,26.8293,26.82,-0.03%
2020-02-19,26.7286,26.74,0.04%
2020-02-20,27.2079,26.87,-1.24%
2020-02-21,27.7934,27.54,-0.91%
2020-02-24,28.6735,28.04,-2.21%
2020-02-25,28.9745,28.39,-2.02%
2020-02-26,29.051,28.52,-1.83%
2020-02-27,29.1342,29.03,-0.36%
2020-03-02,30.4346,30.43,-0.02%
2020-03-03,30.5829,29.99,-1.94%
2020-03-04,30.4028,30.71,1.01%
2020-03-05,31.2024,30.21,-3.18%
2020-03-06,35.4484,32.98,-6.96%
2020-03-09,38.3107,39.09,2.03%
2020-03-10,33.8965,35.45,4.58%
2020-03-11,33.7023,35.14,4.27%
2020-03-12,32.8507,33.95,3.35%
2020-03-13,31.2741,31.44,0.53%
2020-03-16,34.5261,34.72,0.56%
2020-03-17,30.8208,34.35,11.45%
2020-03-18,26.6583,30.1,12.91%
2020-03-19,28.6818,27.16,-5.31%
2020-03-20,30.6034,29.32,-4.19%
2020-03-23,33.5164,32.26,-3.75%
2020-03-24,33.8024,32.74,-3.14%
2020-03-25,32.9702,33.21,0.73%
2020-03-26,33.26,33.61,1.05%
2020-03-27,34.0041,33.37,-1.86%
2020-03-30,34.6474,35.28,1.83%
2020-03-31,33.6426,34.3,1.95%
2020-04-01,34.6473,34.33,-0.92%
2020-04-06,34.6506,35.28,1.82%
2020-04-07,33.9881,34.45,1.36%
2020-04-08,33.5167,34.23,2.13%
2020-04-09,33.756,33.74,-0.05%
2020-04-13,33.2161,33.75,1.61%
2020-04-14,32.9225,33.01,0.27%
2020-04-15,34.6686,33.2,-4.24%
2020-04-16,35.5412,34.61,-2.62%
2020-04-17,34.3014,34.83,1.54%
2020-04-20,34.8297,34.61,-0.63%
2020-04-21,35.8396,35.2,-1.78%
2020-04-22,35.0425,36.26,3.47%
2020-04-23,35.1615,35.35,0.54%
2020-04-24,35.4592,35.57,0.31%
2020-04-27,34.3006,35.12,2.39%
2020-04-28,34.932,34.32,-1.75%
2020-04-29,34.454,34.87,1.21%
2020-04-30,34.0822,34.44,1.05%
2020-05-04,33.891,34.6,2.09%
2020-05-05,33.3861,33.87,1.45%
2020-05-06,32.3513,33.17,2.53%
2020-05-07,33.5318,32.6,-2.78%
2020-05-08,32.6752,33.34,2.03%
2020-05-11,31.9344,32.43,1.55%
2020-05-12,32.7751,32.42,-1.08%
2020-05-13,33.3598,33.09,-0.81%
2020-05-14,34.1224,33.59,-1.56%
2020-05-15,33.8055,34.12,0.93%
2020-05-18,32.2005,33.65,4.50%
2020-05-19,32.4389,32.52,0.25%
2020-05-20,32.9033,32.63,-0.83%
2020-05-21,32.9051,33.16,0.77%
2020-05-22,33.2383,33.47,0.70%
2020-05-26,32.3664,33.07,2.17%
2020-05-27,32.4701,32.3,-0.52%
2020-05-28,31.8957,32.22,1.02%
2020-05-29,32.6533,32.35,-0.93%
2020-06-01,32.0152,32.46,1.39%
2020-06-02,31.8087,32.13,1.01%
2020-06-03,30.9214,31.4,1.55%
2020-06-04,30.0171,31.14,3.74%
2020-06-05,29.3334,29.85,1.76%
2020-06-08,29.5867,29.34,-0.83%
2020-06-09,30.3931,30.08,-1.03%
2020-06-10,31.0494,30.38,-2.16%
2020-06-11,32.4596,31.42,-3.20%
2020-06-12,31.853,31.94,0.27%
2020-06-15,31.9144,32.45,1.68%
2020-06-16,30.8148,30.93,0.37%
2020-06-17,30.9858,30.98,-0.02%
2020-06-18,31.7186,31.34,-1.19%
2020-06-19,31.5738,31.5,-0.23%
2020-06-22,31.6953,31.65,-0.14%
2020-06-23,31.3825,31.59,0.66%
2020-06-24,31.8849,31.08,-2.52%
2020-06-29,32.5143,32.65,0.42%
2020-06-30,32.2652,32.58,0.98%
2020-07-01,31.9872,31.93,-0.18%
2020-07-02,31.9886,32.08,0.29%
2020-07-06,31.8119,31.53,-0.89%
2020-07-07,32.4963,31.88,-1.90%
2020-07-08,32.4945,32.48,-0.04%
2020-07-09,33.4905,32.4,-3.26%
2020-07-10,33.1955,33.68,1.46%
2020-07-13,33.1178,33.18,0.19%
2020-07-14,33.5723,33.28,-0.87%
2020-07-15,33.1665,33.23,0.19%
2020-07-16,33.5609,33.23,-0.99%
2020-07-17,33.266,33.45,0.55%
2020-07-20,33.3961,33.37,-0.08%
2020-07-21,33.4684,33.44,-0.08%
2020-07-22,33.724,33.42,-0.90%
2020-07-23,34.2575,33.66,-1.74%
2020-07-24,34.3916,34.62,0.66%
2020-07-27,34.148,34.38,0.68%
2020-07-28,34.4952,33.71,-2.28%
2020-07-29,34.2464,34.48,0.68%
2020-07-30,34.8548,34.37,-1.39%
2020-07-31,34.8334,35.11,0.79%
2020-08-03,34.3069,34.62,0.91%
2020-08-04,35.0942,34.4,-1.98%
2020-08-05,34.7283,34.91,0.52%
2020-08-06,34.9713,34.78,-0.55%
2020-08-07,34.5864,35.17,1.69%
2020-08-10,34.3223,34.35,0.08%
2020-08-11,33.0079,34.1,3.31%
2020-08-12,32.7825,33.06,0.85%
2020-08-13,32.0723,32.96,2.77%
2020-08-14,31.9515,32.18,0.72%
2020-08-17,32.1432,32.08,-0.20%
2020-08-18,32.4477,32.16,-0.89%
2020-08-19,32.1942,32.66,1.45%
2020-08-20,32.743,32.39,-1.08%
2020-08-21,33.0185,32.56,-1.39%
2020-08-24,33.0527,33.24,0.57%
2020-08-25,32.5007,33.05,1.69%
2020-08-26,32.216,32.17,-0.14%
2020-08-27,31.0312,32.27,3.99%
2020-08-28,30.9574,30.51,-1.45%
2020-08-31,31.6753,31.03,-2.04%
2020-09-01,32.0262,31.26,-2.39%
2020-09-02,32.6454,31.86,-2.41%
2020-09-03,33.0891,32.58,-1.54%
2020-09-04,31.422,32.75,4.23%
2020-09-08,32.0435,31.57,-1.48%
2020-09-09,31.6781,32.09,1.30%
2020-09-10,31.9725,31.9,-0.23%
2020-09-11,32.1534,32.2,0.14%
2020-09-14,32.2889,32.19,-0.31%
2020-09-15,32.0884,32.25,0.50%
2020-09-16,31.794,32.15,1.12%
2020-09-17,32.0245,31.97,-0.17%
2020-09-18,31.6404,32.0,1.14%
2020-09-21,31.9251,31.75,-0.55%
2020-09-22,32.0659,32.04,-0.08%
2020-09-23,32.0033,32.06,0.18%
2020-09-24,32.4152,32.25,-0.51%
2020-09-25,32.2935,32.22,-0.23%
2020-09-28,32.0267,32.36,1.04%
2020-09-29,32.2264,32.06,-0.52%
2020-09-30,31.6325,32.13,1.57%
2020-10-05,30.2153,31.01,2.63%
2020-10-06,30.4842,29.98,-1.65%
2020-10-07,29.9093,30.35,1.47%
2020-10-08,30.141,30.06,-0.27%
2020-10-12,30.2781,30.26,-0.06%
2020-10-13,30.791,30.15,-2.08%
2020-10-14,30.9534,30.78,-0.56%
2020-10-15,30.8784,30.98,0.33%
2020-10-16,30.6268,30.87,0.79%
2020-10-19,30.4262,30.43,0.01%
2020-10-20,29.741,30.3,1.88%
2020-10-21,29.5148,29.3,-0.73%
2020-10-22,29.1491,29.54,1.34%
2020-10-23,29.2871,29.02,-0.91%
2020-10-26,29.9044,29.62,-0.95%
2020-10-27,30.1931,29.82,-1.24%
