交易日期,淨值,市價,折溢價利率(%)
2020-01-02,23.96,23.22,-3.09%
2020-01-03,23.71,23.58,-0.55%
2020-01-06,24.05,23.5,-2.29%
2020-01-07,24.2,23.93,-1.12%
2020-01-08,24.52,23.94,-2.37%
2020-01-09,24.63,24.36,-1.10%
2020-01-10,24.64,24.58,-0.24%
2020-01-13,25.15,24.56,-2.35%
2020-01-14,24.98,24.9,-0.32%
2020-01-15,24.88,24.81,-0.28%
2020-01-16,25.01,24.94,-0.28%
2020-01-17,25.12,24.99,-0.52%
2020-01-30,25.46,24.67,-3.10%
2020-01-31,25.2,25.5,1.19%
2020-02-03,26.48,25.47,-3.81%
2020-02-04,27.46,26.48,-3.57%
2020-02-05,26.51,27.3,2.98%
2020-02-06,27.06,26.58,-1.77%
2020-02-07,26.9,26.87,-0.11%
2020-02-10,27.21,26.93,-1.03%
2020-02-11,27.25,27.28,0.11%
2020-02-12,27.62,27.24,-1.38%
2020-02-13,27.75,27.45,-1.08%
2020-02-14,27.88,27.86,-0.07%
2020-02-18,28.51,27.69,-2.88%
2020-02-19,29.19,28.84,-1.20%
2020-02-20,28.94,29.32,1.31%
2020-02-21,28.5,28.91,1.44%
2020-02-24,27.1,28.0,3.32%
2020-02-25,26.36,27.48,4.25%
2020-02-26,26.44,26.62,0.68%
2020-02-27,24.89,25.98,4.38%
2020-03-02,26.17,25.12,-4.01%
2020-03-03,25.47,26.15,2.67%
2020-03-04,26.28,25.83,-1.71%
2020-03-05,25.41,26.08,2.64%
2020-03-06,24.84,25.15,1.25%
2020-03-09,23.13,23.56,1.86%
2020-03-10,24.36,24.02,-1.40%
2020-03-11,23.36,23.6,1.03%
2020-03-12,21.05,22.45,6.65%
2020-03-13,22.33,21.79,-2.42%
2020-03-16,19.48,20.75,6.52%
2020-03-17,20.23,19.98,-1.24%
2020-03-18,19.16,19.15,-0.05%
2020-03-19,20.36,18.02,-11.49%
2020-03-20,19.83,20.04,1.06%
2020-03-23,20.21,19.09,-5.54%
2020-03-24,21.71,20.82,-4.10%
2020-03-25,21.65,21.52,-0.60%
2020-03-26,22.41,21.47,-4.19%
2020-03-27,21.64,21.69,0.23%
2020-03-30,22.18,21.69,-2.21%
2020-03-31,22.32,22.0,-1.43%
2020-04-01,21.26,21.9,3.01%
2020-04-06,22.58,21.9,-3.01%
2020-04-07,22.62,22.5,-0.53%
2020-04-08,22.96,22.95,-0.04%
2020-04-09,23.11,22.93,-0.78%
2020-04-13,23.96,22.7,-5.26%
2020-04-14,25.06,24.27,-3.15%
2020-04-15,25.19,24.98,-0.83%
2020-04-16,25.72,25.11,-2.37%
2020-04-17,25.62,26.17,2.15%
2020-04-20,25.6,25.63,0.12%
2020-04-21,24.63,25.45,3.33%
2020-04-22,25.51,24.69,-3.21%
2020-04-23,25.35,25.42,0.28%
2020-04-24,25.72,25.2,-2.02%
2020-04-27,25.99,25.94,-0.19%
2020-04-28,25.26,25.85,2.34%
2020-04-29,26.28,25.9,-1.45%
2020-04-30,26.16,26.68,1.99%
2020-05-04,25.66,25.17,-1.91%
2020-05-05,25.84,25.78,-0.23%
2020-05-06,26.08,25.95,-0.50%
2020-05-07,26.46,26.24,-0.83%
2020-05-08,26.94,26.63,-1.15%
2020-05-11,27.14,27.04,-0.37%
2020-05-12,26.69,27.02,1.24%
2020-05-13,26.34,26.78,1.67%
2020-05-14,26.68,26.28,-1.50%
2020-05-15,27.16,26.49,-2.47%
2020-05-18,27.85,27.25,-2.15%
2020-05-19,27.95,27.85,-0.36%
2020-05-20,28.57,28.02,-1.93%
2020-05-21,28.4,28.43,0.11%
2020-05-22,28.24,28.08,-0.57%
2020-05-26,28.25,28.56,1.10%
2020-05-27,28.11,28.45,1.21%
2020-05-28,27.75,27.97,0.79%
2020-05-29,28.11,27.67,-1.57%
2020-06-01,28.52,27.99,-1.86%
2020-06-02,28.69,28.35,-1.19%
2020-06-03,28.97,28.67,-1.04%
2020-06-04,28.53,28.96,1.51%
2020-06-05,29.08,28.55,-1.82%
2020-06-08,29.54,29.0,-1.83%
2020-06-09,29.89,29.54,-1.17%
2020-06-10,30.31,30.07,-0.79%
2020-06-11,28.93,29.8,3.01%
2020-06-12,29.1,29.33,0.79%
2020-06-15,29.63,28.56,-3.61%
2020-06-16,30.04,29.98,-0.20%
2020-06-17,30.19,29.96,-0.76%
2020-06-18,30.19,30.0,-0.63%
2020-06-19,30.14,30.01,-0.43%
2020-06-22,30.49,30.11,-1.25%
2020-06-23,30.7,30.42,-0.91%
2020-06-24,30.01,30.56,1.83%
2020-06-29,29.41,29.46,0.17%
2020-06-30,30.05,29.61,-1.46%
2020-07-01,30.77,29.69,-3.51%
2020-07-02,31.17,30.57,-1.92%
2020-07-06,32.84,31.6,-3.78%
2020-07-07,32.74,32.73,-0.03%
2020-07-08,33.67,32.6,-3.18%
2020-07-09,34.15,33.65,-1.46%
2020-07-10,34.94,33.81,-3.23%
2020-07-13,33.82,35.19,4.05%
2020-07-14,34.02,34.43,1.21%
2020-07-15,34.09,34.41,0.94%
2020-07-16,33.75,33.88,0.39%
2020-07-17,33.6,33.65,0.15%
2020-07-20,34.9,33.35,-4.44%
2020-07-21,34.4,34.98,1.69%
2020-07-22,34.28,34.39,0.32%
2020-07-23,33.49,34.39,2.69%
2020-07-24,33.07,33.28,0.64%
2020-07-27,33.65,33.18,-1.40%
2020-07-28,33.07,33.7,1.91%
2020-07-29,33.57,33.1,-1.40%
2020-07-30,33.64,33.55,-0.27%
2020-07-31,34.08,34.26,0.53%
2020-08-03,34.58,34.15,-1.24%
2020-08-04,34.95,34.63,-0.92%
2020-08-05,35.02,35.0,-0.06%
2020-08-06,35.59,35.03,-1.57%
2020-08-07,34.97,35.45,1.37%
2020-08-10,34.73,35.16,1.24%
2020-08-11,34.06,34.86,2.35%
2020-08-12,35.32,34.25,-3.03%
2020-08-13,35.64,35.02,-1.74%
2020-08-14,35.55,35.57,0.06%
2020-08-17,36.61,35.67,-2.57%
2020-08-18,37.11,36.51,-1.62%
2020-08-19,36.97,37.29,0.87%
2020-08-20,37.72,36.48,-3.29%
2020-08-21,38.26,37.7,-1.46%
2020-08-24,38.56,38.71,0.39%
2020-08-25,38.99,38.82,-0.44%
2020-08-26,40.48,39.1,-3.41%
2020-08-27,40.1,40.72,1.55%
2020-08-28,40.38,40.55,0.42%
2020-08-31,41.34,40.99,-0.85%
2020-09-01,41.88,41.92,0.10%
2020-09-02,41.96,42.62,1.57%
2020-09-03,39.49,41.98,6.31%
2020-09-04,39.06,39.48,1.08%
2020-09-08,36.29,38.88,7.14%
2020-09-09,37.62,37.05,-1.52%
2020-09-10,36.95,37.8,2.30%
2020-09-11,36.84,37.26,1.14%
2020-09-14,37.84,37.41,-1.14%
2020-09-15,38.68,38.02,-1.71%
2020-09-16,37.96,38.64,1.79%
2020-09-17,37.2,37.66,1.24%
2020-09-18,36.99,37.37,1.03%
2020-09-21,37.29,36.87,-1.13%
2020-09-22,37.91,37.14,-2.03%
2020-09-23,36.87,37.6,1.98%
2020-09-24,37.03,36.45,-1.57%
2020-09-25,37.82,37.1,-1.90%
2020-09-28,38.41,37.93,-1.25%
2020-09-29,38.37,38.35,-0.05%
2020-09-30,38.96,38.23,-1.87%
2020-10-05,39.28,38.53,-1.91%
2020-10-06,38.51,38.99,1.25%
2020-10-07,39.22,38.53,-1.76%
2020-10-08,39.38,39.18,-0.51%
2020-10-12,40.94,39.56,-3.37%
2020-10-13,40.92,40.74,-0.44%
2020-10-14,40.84,40.75,-0.22%
2020-10-15,40.37,40.47,0.25%
2020-10-16,40.15,40.29,0.35%
2020-10-19,39.54,40.39,2.15%
2020-10-20,39.79,39.65,-0.35%
2020-10-21,40.08,39.87,-0.52%
2020-10-22,39.95,39.85,-0.25%
2020-10-23,40.29,40.01,-0.69%
2020-10-26,39.69,40.0,0.78%
2020-10-27,40.45,39.7,-1.85%
2020-10-28,38.8,40.07,3.27%
2020-10-29,40.08,39.1,-2.45%
2020-10-30,37.89,38.87,2.59%
2020-11-02,37.97,38.18,0.55%
2020-11-03,38.43,38.23,-0.52%
2020-11-04,40.21,39.21,-2.49%
2020-11-05,40.89,40.49,-0.98%
2020-11-06,41.02,40.31,-1.73%
2020-11-09,39.64,41.97,5.88%
2020-11-10,38.68,39.8,2.90%
2020-11-11,39.42,39.27,-0.38%
2020-11-12,39.21,39.41,0.51%
2020-11-13,39.3,39.39,0.23%
2020-11-16,39.37,39.85,1.22%
2020-11-17,39.4,39.71,0.79%
2020-11-18,39.51,39.38,-0.33%
2020-11-19,39.72,39.26,-1.16%
2020-11-20,39.63,39.73,0.25%
