交易日期,淨值,市價,折溢價利率(%)
2020-01-02,54.41,54.4,-0.02%
2020-01-03,54.34,54.2,-0.26%
2020-01-06,52.98,53.15,0.32%
2020-01-07,52.32,52.4,0.15%
2020-01-08,51.64,51.9,0.50%
2020-01-09,53.3,53.4,0.19%
2020-01-10,53.69,53.7,0.02%
2020-01-13,54.57,54.55,-0.04%
2020-01-14,55.17,55.15,-0.04%
2020-01-15,54.15,54.3,0.28%
2020-01-16,54.05,54.15,0.19%
2020-01-17,54.15,54.2,0.09%
2020-01-20,54.52,54.6,0.15%
2020-01-30,47.92,48.25,0.69%
2020-01-31,48.72,48.87,0.31%
2020-02-03,47.52,47.91,0.82%
2020-02-04,49.43,49.38,-0.10%
2020-02-05,49.51,49.5,-0.02%
2020-02-06,51.18,51.1,-0.16%
2020-02-07,49.86,49.87,0.02%
2020-02-10,49.69,49.75,0.12%
2020-02-11,50.52,50.65,0.26%
2020-02-12,51.45,51.45,0.00%
2020-02-13,51.49,51.45,-0.08%
2020-02-14,51.81,51.85,0.08%
2020-02-17,51.37,51.45,0.16%
2020-02-18,50.17,50.15,-0.04%
2020-02-19,51.32,51.35,0.06%
2020-02-20,50.87,50.9,0.06%
2020-02-21,50.41,50.6,0.38%
2020-02-24,49.09,49.21,0.24%
2020-02-25,49.38,49.46,0.16%
2020-02-26,48.38,48.54,0.33%
2020-02-27,47.17,47.26,0.19%
2020-03-02,46.25,46.38,0.28%
2020-03-03,47.48,47.49,0.02%
2020-03-04,47.86,47.8,-0.13%
2020-03-05,48.98,48.92,-0.12%
2020-03-06,47.02,47.14,0.26%
2020-03-09,44.39,44.37,-0.05%
2020-03-10,44.65,44.72,0.16%
2020-03-11,43.35,43.42,0.16%
2020-03-12,39.79,39.43,-0.90%
2020-03-13,37.43,37.64,0.56%
2020-03-16,34.63,34.63,0.00%
2020-03-17,32.12,32.88,2.37%
2020-03-18,30.01,30.66,2.17%
2020-03-19,26.29,26.4,0.42%
2020-03-20,30.64,30.45,-0.62%
2020-03-23,28.08,28.25,0.61%
2020-03-24,31.46,31.4,-0.19%
2020-03-25,34.11,33.41,-2.05%
2020-03-26,34.4,34.3,-0.29%
2020-03-27,34.01,33.99,-0.06%
2020-03-30,33.86,33.7,-0.47%
2020-03-31,34.05,33.94,-0.32%
2020-04-01,33.76,33.97,0.62%
2020-04-06,35.62,35.31,-0.87%
2020-04-07,36.87,36.64,-0.62%
2020-04-08,37.78,37.83,0.13%
2020-04-09,37.58,37.43,-0.40%
2020-04-10,37.8,37.76,-0.11%
