交易日期,淨值,市價,折溢價利率(%)
2020-01-02,54.1,54.1,0.00%
2020-01-03,54.24,54.05,-0.35%
2020-01-06,53.38,53.65,0.51%
2020-01-07,53.08,53.25,0.32%
2020-01-08,52.8,53.0,0.38%
2020-01-09,53.61,53.75,0.26%
2020-01-10,53.87,53.85,-0.04%
2020-01-13,54.21,54.2,-0.02%
2020-01-14,54.61,54.6,-0.02%
2020-01-15,54.08,54.15,0.13%
2020-01-16,53.78,53.9,0.22%
2020-01-17,53.86,53.9,0.07%
2020-01-20,53.94,54.05,0.20%
2020-01-30,50.93,52.0,2.10%
2020-01-31,51.33,51.5,0.33%
2020-02-03,50.76,50.9,0.28%
2020-02-04,51.78,51.85,0.14%
2020-02-05,51.96,52.0,0.08%
2020-02-06,52.69,52.9,0.40%
2020-02-07,52.13,52.2,0.13%
2020-02-10,52.04,51.95,-0.17%
2020-02-11,52.44,52.45,0.02%
2020-02-12,52.93,53.05,0.23%
2020-02-13,53.04,53.1,0.11%
2020-02-14,53.08,53.15,0.13%
2020-02-17,52.78,52.8,0.04%
2020-02-18,52.02,52.15,0.25%
2020-02-19,52.56,52.6,0.08%
2020-02-20,52.34,52.5,0.31%
2020-02-21,52.19,52.3,0.21%
2020-02-24,51.44,51.7,0.51%
2020-02-25,51.56,51.7,0.27%
2020-02-26,51.02,51.25,0.45%
2020-02-27,50.55,50.75,0.40%
2020-03-02,49.85,50.15,0.60%
2020-03-03,50.63,50.8,0.34%
2020-03-04,51.02,50.9,-0.24%
2020-03-05,51.53,51.45,-0.16%
2020-03-06,50.47,50.6,0.26%
2020-03-09,49.03,49.55,1.06%
2020-03-10,49.16,49.24,0.16%
2020-03-11,48.63,48.65,0.04%
2020-03-12,46.79,47.0,0.45%
2020-03-13,45.91,45.88,-0.07%
2020-03-16,43.94,44.1,0.36%
2020-03-17,42.7,43.03,0.77%
2020-03-18,41.57,41.55,-0.05%
2020-03-19,39.5,39.61,0.28%
2020-03-20,42.34,42.0,-0.80%
2020-03-23,40.52,40.8,0.69%
2020-03-24,42.36,42.57,0.50%
2020-03-25,43.89,43.8,-0.21%
2020-03-26,44.21,44.21,0.00%
2020-03-27,43.83,43.9,0.16%
2020-03-30,43.31,43.36,0.12%
2020-03-31,43.7,43.54,-0.37%
2020-04-01,43.36,43.54,0.42%
2020-04-06,44.05,43.95,-0.23%
2020-04-07,44.87,44.82,-0.11%
2020-04-08,45.42,45.5,0.18%
2020-04-09,45.28,45.4,0.27%
2020-04-10,45.32,45.34,0.04%
2020-04-13,45.07,45.16,0.20%
2020-04-14,46.14,46.27,0.28%
2020-04-15,46.58,46.5,-0.17%
2020-04-16,46.2,46.35,0.32%
2020-04-17,47.76,47.63,-0.27%
2020-04-20,47.54,47.54,0.00%
2020-04-21,46.14,46.25,0.24%
2020-04-22,46.08,46.17,0.20%
2020-04-23,46.31,46.45,0.30%
2020-04-24,46.16,46.39,0.50%
2020-04-27,47.12,47.31,0.40%
2020-04-28,47.2,47.23,0.06%
2020-04-29,47.86,47.9,0.08%
2020-04-30,48.86,48.93,0.14%
2020-05-04,47.45,47.7,0.53%
