交易日期,淨值,市價,折溢價利率(%)
2020-01-02,72.86,73.3,0.60%
2020-01-03,72.77,72.85,0.11%
2020-01-06,71.28,72.05,1.08%
2020-01-07,70.88,71.8,1.30%
2020-01-08,70.89,71.25,0.51%
2020-01-09,72.46,72.45,-0.01%
2020-01-10,72.75,72.5,-0.34%
2020-01-13,73.2,73.3,0.14%
2020-01-14,73.92,73.95,0.04%
2020-01-15,72.95,73.0,0.07%
2020-01-16,72.18,72.6,0.58%
2020-01-17,72.02,72.3,0.39%
2020-01-20,72.05,72.5,0.62%
2020-01-30,68.11,68.95,1.23%
2020-01-31,68.85,69.7,1.23%
2020-02-03,67.97,68.4,0.63%
2020-02-04,69.81,70.25,0.63%
2020-02-05,70.17,70.6,0.61%
2020-02-06,71.35,71.65,0.42%
2020-02-07,70.42,70.9,0.68%
2020-02-10,70.26,71.55,1.84%
2020-02-11,71.14,72.6,2.05%
2020-02-12,71.94,72.8,1.20%
2020-02-13,71.99,72.5,0.71%
2020-02-14,71.99,72.3,0.43%
2020-02-17,71.25,72.1,1.19%
2020-02-18,69.62,70.6,1.41%
2020-02-19,70.38,70.7,0.45%
2020-02-20,70.25,70.85,0.85%
2020-02-21,69.97,70.75,1.11%
2020-02-24,68.93,69.75,1.19%
2020-02-25,69.15,69.35,0.29%
2020-02-26,68.39,68.6,0.31%
2020-02-27,67.49,67.9,0.61%
2020-03-02,66.55,66.85,0.45%
2020-03-03,67.86,68.45,0.87%
2020-03-04,68.45,68.7,0.37%
2020-03-05,69.18,69.8,0.90%
2020-03-06,67.67,68.1,0.64%
2020-03-09,65.6,66.0,0.61%
2020-03-10,65.88,66.5,0.94%
2020-03-11,64.86,64.7,-0.25%
2020-03-12,62.59,63.1,0.81%
2020-03-13,61.72,62.5,1.26%
2020-03-16,58.92,58.8,-0.20%
2020-03-17,57.3,57.7,0.70%
2020-03-18,55.71,55.35,-0.65%
2020-03-19,53.09,52.25,-1.58%
2020-03-20,57.31,56.4,-1.59%
2020-03-23,54.53,54.3,-0.42%
2020-03-24,57.32,57.4,0.14%
2020-03-25,59.46,59.5,0.07%
2020-03-26,60.25,60.0,-0.41%
2020-03-27,59.23,59.6,0.62%
2020-03-30,58.33,58.25,-0.14%
2020-03-31,59.38,58.4,-1.65%
2020-04-01,59.12,58.75,-0.63%
2020-04-06,60.26,60.0,-0.43%
2020-04-07,61.63,62.0,0.60%
2020-04-08,62.07,62.1,0.05%
2020-04-09,61.74,61.8,0.10%
2020-04-10,61.21,61.2,-0.02%
2020-04-13,61.04,61.3,0.43%
2020-04-14,62.54,62.4,-0.22%
2020-04-15,63.04,62.95,-0.14%
2020-04-16,62.79,63.3,0.81%
2020-04-17,66.09,65.8,-0.44%
2020-04-20,65.69,65.9,0.32%
2020-04-21,63.75,65.0,1.96%
2020-04-22,61.71,62.4,1.12%
2020-04-23,62.12,62.65,0.85%
2020-04-24,61.89,62.55,1.07%
2020-04-27,63.02,63.75,1.16%
2020-04-28,62.83,63.1,0.43%
2020-04-29,63.62,63.8,0.28%
2020-04-30,64.81,64.75,-0.09%
2020-05-04,62.88,63.0,0.19%
2020-05-05,63.0,62.8,-0.32%
2020-05-06,63.16,62.9,-0.41%
2020-05-07,63.58,63.6,0.03%
2020-05-08,63.71,63.8,0.14%
2020-05-11,64.38,64.2,-0.28%
2020-05-12,63.36,63.5,0.22%
2020-05-13,63.91,63.5,-0.64%
2020-05-14,63.0,63.0,0.00%
2020-05-15,63.71,63.5,-0.33%
2020-05-18,62.63,62.8,0.27%
2020-05-19,63.2,63.55,0.55%
2020-05-20,63.64,63.25,-0.61%
2020-05-21,64.31,64.05,-0.40%
2020-05-22,63.01,63.1,0.14%
2020-05-25,63.3,62.95,-0.55%
2020-05-26,63.96,63.95,-0.02%
2020-05-27,64.14,64.2,0.09%
2020-05-28,63.76,63.55,-0.33%
2020-05-29,63.56,63.35,-0.33%
2020-06-01,64.27,64.35,0.12%
2020-06-02,64.61,64.6,-0.02%
2020-06-03,65.58,65.45,-0.20%
2020-06-04,66.41,66.4,-0.02%
2020-06-05,67.42,67.4,-0.03%
2020-06-08,68.45,69.2,1.10%
2020-06-09,68.54,68.4,-0.20%
2020-06-10,69.24,69.25,0.01%
2020-06-11,68.71,68.55,-0.23%
2020-06-12,67.91,68.1,0.28%
2020-06-15,66.77,66.9,0.19%
2020-06-16,68.06,68.3,0.35%
2020-06-17,68.07,68.2,0.19%
2020-06-18,68.52,68.55,0.04%
2020-06-19,68.88,68.8,-0.12%
2020-06-22,68.92,69.1,0.26%
2020-06-23,69.36,69.3,-0.09%
2020-06-24,69.83,70.0,0.24%
2020-06-29,68.71,69.1,0.57%
2020-06-30,69.11,69.4,0.42%
2020-07-01,70.01,69.9,-0.16%
2020-07-02,71.01,71.1,0.13%
2020-07-03,72.46,72.4,-0.08%
2020-07-06,74.31,74.15,-0.22%
2020-07-07,74.47,74.9,0.58%
2020-07-08,75.3,75.7,0.53%
2020-07-09,75.93,76.1,0.22%
2020-07-10,75.95,75.85,-0.13%
2020-07-13,77.22,77.15,-0.09%
2020-07-14,78.27,78.3,0.04%
2020-07-15,78.08,77.8,-0.36%
2020-07-16,77.18,77.6,0.54%
2020-07-17,78.61,78.5,-0.14%
2020-07-20,78.51,78.5,-0.01%
2020-07-21,81.67,81.6,-0.09%
2020-07-22,82.24,82.4,0.19%
2020-07-23,82.24,82.55,0.38%
2020-07-24,82.5,83.0,0.61%
2020-07-27,88.95,91.3,2.64%
2020-07-28,89.99,93.0,3.34%
2020-07-29,88.19,88.85,0.75%
2020-07-30,90.31,90.95,0.71%
2020-07-31,89.28,90.2,1.03%
2020-08-03,87.7,87.9,0.23%
2020-08-04,89.72,89.45,-0.30%
2020-08-05,90.44,90.5,0.07%
2020-08-06,91.53,91.6,0.08%
2020-08-07,90.67,90.8,0.14%
2020-08-10,91.01,91.3,0.32%
2020-08-11,89.78,90.3,0.58%
2020-08-12,87.93,88.45,0.59%
2020-08-13,89.63,89.4,-0.26%
2020-08-14,89.54,90.0,0.51%
2020-08-17,91.11,91.0,-0.12%
2020-08-18,89.9,90.1,0.22%
2020-08-19,88.81,89.1,0.33%
2020-08-20,85.65,86.05,0.47%
2020-08-21,87.72,88.05,0.38%
2020-08-24,88.3,88.65,0.40%
2020-08-25,89.43,89.6,0.19%
2020-08-26,90.44,90.4,-0.04%
2020-08-27,90.51,90.9,0.43%
2020-08-28,89.2,90.0,0.90%
2020-08-31,87.49,88.15,0.75%
2020-09-01,89.18,89.2,0.02%
2020-09-02,89.09,89.3,0.24%
2020-09-03,89.72,89.7,-0.02%
2020-09-04,88.46,88.8,0.38%
2020-09-07,87.94,88.15,0.24%
2020-09-08,88.71,88.8,0.10%
2020-09-09,87.98,88.4,0.48%
2020-09-10,89.29,89.1,-0.21%
2020-09-11,89.4,89.45,0.06%
2020-09-14,90.5,90.4,-0.11%
2020-09-15,91.27,91.4,0.14%
2020-09-16,93.37,93.65,0.30%
2020-09-17,92.11,92.4,0.31%
2020-09-18,91.62,92.25,0.69%
2020-09-21,90.77,91.25,0.53%
2020-09-22,90.05,90.6,0.61%
2020-09-23,89.71,90.25,0.60%
2020-09-24,87.5,88.15,0.74%
2020-09-25,87.28,87.85,0.65%
2020-09-28,89.21,89.25,0.04%
2020-09-29,89.15,89.5,0.39%
2020-09-30,89.66,90.25,0.66%
2020-10-05,89.52,89.8,0.31%
2020-10-06,90.81,90.95,0.15%
2020-10-07,91.74,91.75,0.01%
2020-10-08,93.78,93.5,-0.30%
2020-10-12,95.27,95.75,0.50%
2020-10-13,95.38,96.5,1.17%
2020-10-14,94.83,95.55,0.76%
2020-10-15,93.82,94.65,0.88%
2020-10-16,92.92,93.45,0.57%
2020-10-19,94.42,94.6,0.19%
2020-10-20,93.52,94.15,0.67%
2020-10-21,93.76,94.45,0.74%
2020-10-22,94.13,94.5,0.39%
2020-10-23,93.66,94.3,0.68%
2020-10-26,93.42,94.1,0.73%
2020-10-27,93.02,93.7,0.73%
2020-10-28,92.41,93.05,0.69%
2020-10-29,91.24,91.95,0.78%
2020-10-30,90.1,90.9,0.89%
2020-11-02,90.33,91.0,0.74%
2020-11-03,91.47,92.0,0.58%
2020-11-04,93.15,93.7,0.59%
2020-11-05,93.44,93.5,0.06%
2020-11-06,93.82,93.7,-0.13%
2020-11-09,95.07,94.95,-0.13%
2020-11-10,93.54,93.75,0.22%
2020-11-11,94.41,94.2,-0.22%
2020-11-12,94.49,94.5,0.01%
2020-11-13,95.22,94.95,-0.28%
2020-11-16,99.13,99.0,-0.13%
2020-11-17,99.43,100.05,0.62%
2020-11-18,101.64,101.7,0.06%
2020-11-19,100.62,101.05,0.43%
2020-11-20,100.57,100.9,0.33%
2020-11-23,102.25,102.55,0.29%
2020-11-24,101.6,102.25,0.64%
2020-11-25,100.52,101.3,0.78%
2020-11-26,101.16,101.7,0.53%
2020-11-27,101.23,101.65,0.41%
2020-11-30,99.85,100.6,0.75%
2020-12-01,101.5,101.5,0.00%
2020-12-02,103.27,103.2,-0.07%
2020-12-03,103.03,103.0,-0.03%
2020-12-04,104.61,104.9,0.28%
2020-12-07,106.61,107.2,0.55%
2020-12-08,108.49,109.15,0.61%
2020-12-09,108.14,108.95,0.75%
2020-12-10,106.24,107.05,0.76%
2020-12-11,106.66,107.0,0.32%
2020-12-14,105.4,106.15,0.71%
2020-12-15,104.38,105.0,0.59%
2020-12-16,106.0,106.75,0.71%
2020-12-17,105.89,106.6,0.67%
2020-12-18,106.11,106.0,-0.10%
2020-12-21,107.14,107.0,-0.13%
2020-12-22,105.61,105.95,0.32%
2020-12-23,105.89,106.3,0.39%
2020-12-24,106.19,106.15,-0.04%
2020-12-25,106.52,106.5,-0.02%
2020-12-28,107.76,107.8,0.04%
2020-12-29,107.51,108.0,0.46%
2020-12-30,109.37,109.85,0.44%
2020-12-31,110.02,110.2,0.16%
2021-01-04,111.33,112.1,0.69%
2021-01-05,112.46,112.9,0.39%
2021-01-06,113.56,113.6,0.04%
2021-01-07,116.14,116.8,0.57%
2021-01-08,119.1,119.5,0.34%
2021-01-11,120.2,120.75,0.46%
2021-01-12,120.99,121.35,0.30%
2021-01-13,124.22,125.0,0.63%
2021-01-14,122.08,122.8,0.59%
2021-01-15,123.07,123.7,0.51%
2021-01-18,123.95,124.15,0.16%
2021-01-19,127.95,128.5,0.43%
2021-01-20,130.39,130.65,0.20%
2021-01-21,135.35,136.45,0.81%
2021-01-22,132.01,135.9,2.95%
2021-01-25,129.62,130.1,0.37%
2021-01-26,126.29,126.5,0.17%
2021-01-27,126.53,127.05,0.41%
2021-01-28,123.57,123.8,0.19%
2021-01-29,121.56,122.15,0.49%
2021-02-01,125.24,125.25,0.01%
2021-02-02,129.19,129.6,0.32%
2021-02-03,129.17,129.55,0.29%
2021-02-04,128.45,128.8,0.27%
2021-02-05,129.74,130.2,0.35%
2021-02-17,135.8,136.3,0.37%
2021-02-18,135.62,136.15,0.39%
2021-02-19,134.04,134.6,0.42%
2021-02-22,133.7,134.3,0.45%
2021-02-23,132.36,132.9,0.41%
2021-02-24,129.47,130.0,0.41%
2021-02-25,131.42,131.55,0.10%
2021-02-26,125.9,127.5,1.27%
2021-03-02,126.38,127.05,0.53%
2021-03-03,128.71,129.1,0.30%
2021-03-04,124.6,125.05,0.36%
2021-03-05,124.17,124.2,0.02%
2021-03-08,123.5,123.85,0.28%
2021-03-09,123.05,123.0,-0.04%
2021-03-10,123.3,122.9,-0.32%
2021-03-11,125.89,125.8,-0.07%
2021-03-12,126.84,126.85,0.01%
2021-03-15,126.48,126.3,-0.14%
2021-03-16,127.05,126.8,-0.20%
2021-03-17,125.93,125.5,-0.34%
2021-03-18,126.1,126.0,-0.08%
2021-03-19,124.15,123.9,-0.20%
2021-03-22,124.99,124.5,-0.39%
2021-03-23,125.13,124.75,-0.30%
2021-03-24,122.78,122.75,-0.02%
2021-03-25,122.97,123.0,0.02%
2021-03-26,125.41,125.05,-0.29%
2021-03-29,126.99,126.4,-0.46%
2021-03-30,127.54,126.95,-0.46%
2021-03-31,125.55,125.45,-0.08%
2021-04-01,127.41,126.8,-0.48%
2021-04-06,129.11,128.85,-0.20%
2021-04-07,129.57,129.0,-0.44%
2021-04-08,130.42,129.9,-0.40%
2021-04-09,129.53,129.2,-0.25%
2021-04-12,128.45,128.4,-0.04%
2021-04-13,128.15,127.7,-0.35%
2021-04-14,128.73,128.1,-0.49%
2021-04-15,130.07,129.45,-0.48%
2021-04-16,129.57,128.95,-0.48%
2021-04-19,128.56,128.25,-0.24%
2021-04-20,127.97,127.1,-0.68%
2021-04-21,126.28,125.85,-0.34%
2021-04-22,125.54,125.5,-0.03%
2021-04-23,128.14,127.35,-0.62%
2021-04-26,130.18,129.3,-0.68%
2021-04-27,130.27,129.5,-0.59%
2021-04-28,129.6,128.9,-0.54%
2021-04-29,129.74,129.55,-0.15%
2021-05-03,126.17,126.0,-0.13%
2021-05-04,125.32,125.0,-0.26%
2021-05-05,123.22,123.15,-0.06%
2021-05-06,124.09,123.55,-0.44%
2021-05-07,127.33,126.85,-0.38%
2021-05-10,124.34,124.2,-0.11%
2021-05-11,118.95,119.05,0.08%
2021-05-12,115.69,115.5,-0.16%
2021-05-13,114.11,114.4,0.25%
2021-05-14,115.95,116.15,0.17%
2021-05-17,113.63,113.6,-0.03%
2021-05-18,119.44,119.5,0.05%
2021-05-19,118.35,118.7,0.30%
2021-05-20,117.92,117.55,-0.31%
2021-05-21,119.48,119.15,-0.28%
2021-05-24,119.28,119.2,-0.07%
2021-05-25,122.13,122.0,-0.11%
2021-05-26,122.28,122.0,-0.23%
2021-05-27,121.73,121.3,-0.35%
2021-05-28,123.56,123.5,-0.05%
2021-05-31,125.61,125.05,-0.45%
2021-06-01,125.64,125.1,-0.43%
2021-06-02,124.54,124.1,-0.35%
2021-06-03,125.16,124.5,-0.53%
2021-06-04,124.67,123.95,-0.58%
2021-06-07,124.33,124.0,-0.27%
2021-06-08,123.84,123.6,-0.19%
2021-06-09,123.05,122.6,-0.37%
2021-06-10,125.26,124.75,-0.41%
2021-06-11,125.7,125.45,-0.20%
2021-06-15,127.03,126.55,-0.38%
2021-06-16,126.16,126.1,-0.05%
2021-06-17,127.18,126.5,-0.53%
2021-06-18,126.44,126.2,-0.19%
2021-06-21,122.83,122.7,-0.11%
2021-06-22,121.91,122.0,0.07%
2021-06-23,125.12,125.0,-0.10%
2021-06-24,124.62,124.7,0.06%
2021-06-25,124.68,124.3,-0.30%
2021-06-28,124.56,124.2,-0.29%
2021-06-29,125.14,124.65,-0.39%
2021-06-30,125.61,125.0,-0.49%
2021-07-01,124.81,124.35,-0.37%
2021-07-02,124.53,124.1,-0.35%
2021-07-05,125.97,125.6,-0.29%
2021-07-06,125.89,125.5,-0.31%
2021-07-07,126.18,125.6,-0.46%
2021-07-08,125.53,124.95,-0.46%
2021-07-09,124.48,124.0,-0.39%
2021-07-12,126.18,125.95,-0.18%
2021-07-13,128.21,127.4,-0.63%
2021-07-14,129.04,128.5,-0.42%
2021-07-15,129.8,129.1,-0.54%
2021-07-16,126.63,126.45,-0.14%
2021-07-19,124.96,124.45,-0.41%
2021-07-20,124.16,123.8,-0.29%
2021-07-21,124.31,123.85,-0.37%
2021-07-22,125.78,125.0,-0.62%
2021-07-23,124.95,124.4,-0.44%
2021-07-26,124.39,124.1,-0.23%
2021-07-27,124.45,124.1,-0.28%
2021-07-28,123.3,122.65,-0.53%
2021-07-29,124.8,124.15,-0.52%
2021-07-30,124.3,123.75,-0.44%
2021-08-02,126.27,125.4,-0.69%
2021-08-03,126.94,126.15,-0.62%
2021-08-04,127.67,126.95,-0.56%
2021-08-05,128.05,127.2,-0.66%
2021-08-06,126.9,126.5,-0.32%
2021-08-09,126.82,126.0,-0.65%
2021-08-10,125.55,125.05,-0.40%
2021-08-11,125.07,124.35,-0.58%
2021-08-12,124.53,124.05,-0.39%
2021-08-13,122.99,122.55,-0.36%
