交易日期,淨值,市價,折溢價利率(%)
2020-01-02,24.57,24.47,-0.41%
2020-01-03,26.31,25.66,-2.47%
2020-01-06,26.52,27.5,3.70%
2020-01-07,26.0,25.8,-0.77%
2020-01-08,23.85,26.69,11.91%
2020-01-09,23.76,24.25,2.06%
2020-01-10,23.47,23.75,1.19%
2020-01-13,22.88,23.31,1.88%
2020-01-14,23.05,22.88,-0.74%
2020-01-15,22.69,23.0,1.37%
2020-01-16,23.12,22.82,-1.30%
2020-01-17,23.28,23.17,-0.47%
2020-01-30,18.58,19.35,4.14%
2020-01-31,18.09,19.29,6.63%
2020-02-03,16.65,18.1,8.71%
2020-02-04,16.32,17.11,4.84%
2020-02-05,17.12,16.8,-1.87%
2020-02-06,16.88,17.82,5.57%
2020-02-07,16.6,17.03,2.59%
2020-02-10,15.85,16.66,5.11%
2020-02-11,16.26,16.63,2.28%
2020-02-12,17.3,16.96,-1.97%
2020-02-13,17.6,17.26,-1.93%
2020-02-14,18.11,17.67,-2.43%
2020-02-18,18.33,18.08,-1.36%
2020-02-19,19.1,18.7,-2.09%
2020-02-20,19.18,19.23,0.26%
2020-02-21,18.67,18.98,1.66%
2020-02-24,17.28,17.9,3.59%
2020-02-25,16.32,17.53,7.41%
2020-02-26,15.41,17.11,11.03%
2020-02-27,14.76,16.08,8.94%
2020-03-02,14.8,15.27,3.18%
2020-03-03,14.77,15.52,5.08%
2020-03-04,14.35,15.24,6.20%
2020-03-05,13.68,14.85,8.55%
2020-03-06,11.12,13.46,21.04%
2020-03-09,5.05,7.89,56.24%
2020-03-10,5.87,7.92,34.92%
2020-03-11,5.53,7.24,30.92%
2020-03-12,4.86,6.01,23.66%
2020-03-13,4.93,6.65,34.89%
2020-03-16,3.9,5.79,48.46%
2020-03-17,3.59,5.0,39.28%
2020-03-18,2.71,3.65,34.69%
2020-03-19,3.48,2.98,-14.37%
2020-03-20,3.14,4.53,44.27%
2020-03-23,3.19,3.89,21.94%
2020-03-24,3.27,4.18,27.83%
2020-03-25,3.32,4.26,28.31%
2020-03-26,3.03,3.92,29.37%
2020-03-27,2.87,3.78,31.71%
2020-03-30,2.55,3.6,41.18%
2020-03-31,2.53,3.92,54.94%
2020-04-01,2.23,3.95,77.13%
2020-04-06,3.77,4.88,29.44%
2020-04-07,3.5,5.71,63.14%
2020-04-08,3.7,5.79,56.49%
2020-04-09,3.44,6.69,94.48%
2020-04-13,3.56,6.7,88.20%
2020-04-14,3.24,6.49,100.31%
2020-04-15,2.83,6.0,112.01%
2020-04-16,2.86,5.66,97.90%
2020-04-17,2.87,6.17,114.98%
2020-04-20,2.44,6.08,149.18%
2020-04-21,1.42,5.8,308.45%
2020-04-22,1.48,3.72,151.35%
2020-04-23,1.56,4.8,207.69%
2020-04-24,1.56,4.75,204.49%
