交易日期,淨值,市價,折溢價利率(%)
2020-01-02,23.5757,23.27,-1.30%
2020-01-03,24.3382,24.01,-1.35%
2020-01-06,24.0561,24.45,1.64%
2020-01-07,23.8305,23.98,0.63%
2020-01-08,23.3577,24.13,3.31%
2020-01-09,23.5955,23.53,-0.28%
2020-01-10,24.0018,23.53,-1.97%
2020-01-13,23.8308,23.96,0.54%
2020-01-14,24.1061,23.76,-1.44%
2020-01-15,24.3889,24.19,-0.82%
2020-01-16,24.2266,24.28,0.22%
2020-01-17,23.7699,23.91,0.59%
2020-01-30,26.2941,26.25,-0.17%
2020-01-31,26.4123,26.0,-1.56%
2020-02-03,26.5965,26.28,-1.19%
2020-02-04,25.7305,26.31,2.25%
2020-02-05,25.2977,25.88,2.30%
2020-02-06,25.4906,25.13,-1.41%
2020-02-07,26.1575,25.69,-1.79%
2020-02-10,26.3577,26.1,-0.98%
2020-02-11,26.0702,26.07,-0.00%
2020-02-12,25.6707,25.77,0.39%
2020-02-13,25.8222,25.92,0.38%
2020-02-14,26.133,25.91,-0.85%
2020-02-18,26.4973,26.57,0.27%
2020-02-19,26.3961,26.43,0.13%
2020-02-20,26.8497,26.51,-1.27%
2020-02-21,27.4025,27.24,-0.59%
2020-02-24,28.2456,27.71,-1.90%
2020-02-25,28.5796,28.09,-1.71%
2020-02-26,28.648,28.18,-1.63%
2020-02-27,28.7445,28.66,-0.29%
2020-03-02,30.0914,30.06,-0.10%
2020-03-03,30.2644,29.67,-1.96%
2020-03-04,30.0872,30.43,1.14%
2020-03-05,30.8915,29.85,-3.37%
2020-03-06,35.0684,32.67,-6.84%
2020-03-09,37.8286,38.63,2.12%
2020-03-10,33.4652,34.96,4.47%
2020-03-11,33.2097,34.63,4.28%
2020-03-12,32.3558,33.23,2.70%
2020-03-13,30.8502,30.9,0.16%
2020-03-16,33.9643,34.27,0.90%
2020-03-17,30.3585,33.75,11.17%
2020-03-18,26.3314,29.7,12.79%
2020-03-19,28.2279,26.54,-5.98%
2020-03-20,30.0885,28.71,-4.58%
2020-03-23,32.9459,31.52,-4.33%
2020-03-24,33.2211,32.1,-3.37%
2020-03-25,32.3948,32.56,0.51%
2020-03-26,32.7017,32.94,0.73%
2020-03-27,33.4462,32.71,-2.20%
2020-03-30,34.1049,34.53,1.25%
2020-03-31,33.065,33.72,1.98%
2020-04-01,34.0034,33.52,-1.42%
2020-04-06,34.0452,34.36,0.92%
2020-04-07,33.3979,33.69,0.87%
2020-04-08,32.9469,33.47,1.59%
2020-04-09,33.183,33.0,-0.55%
2020-04-13,32.6732,33.1,1.31%
2020-04-14,32.3801,32.38,-0.00%
2020-04-15,34.1334,32.64,-4.38%
2020-04-16,34.9466,33.97,-2.79%
2020-04-17,33.7374,34.21,1.40%
2020-04-20,34.2635,34.13,-0.39%
2020-04-21,35.2685,34.5,-2.18%
2020-04-22,34.4759,35.56,3.14%
2020-04-23,34.6087,34.65,0.12%
2020-04-24,34.8903,35.0,0.31%
2020-04-27,33.7815,34.5,2.13%
2020-04-28,34.3868,33.7,-2.00%
2020-04-29,33.9577,34.26,0.89%
2020-04-30,33.6478,33.97,0.96%
2020-05-04,33.4155,34.12,2.11%
2020-05-05,32.9374,33.36,1.28%
2020-05-06,31.8722,32.76,2.79%
2020-05-07,33.0152,32.15,-2.62%
2020-05-08,32.2128,32.88,2.07%
2020-05-11,31.5047,32.0,1.57%
2020-05-12,32.3006,31.99,-0.96%
2020-05-13,32.878,32.49,-1.18%
2020-05-14,33.6141,33.01,-1.80%
2020-05-15,33.3027,33.54,0.71%
2020-05-18,31.6354,33.21,4.98%
2020-05-19,31.9017,32.05,0.46%
2020-05-20,32.3557,32.11,-0.76%
2020-05-21,32.3537,32.62,0.82%
2020-05-22,32.6532,32.93,0.85%
2020-05-26,31.8178,32.43,1.92%
2020-05-27,31.8996,31.81,-0.28%
2020-05-28,31.3311,31.52,0.60%
2020-05-29,32.0714,31.81,-0.82%
2020-06-01,31.4997,31.87,1.18%
2020-06-02,31.2771,31.47,0.62%
2020-06-03,30.447,30.91,1.52%
2020-06-04,29.5613,30.64,3.65%
2020-06-05,28.8961,29.27,1.29%
2020-06-08,29.1603,28.96,-0.69%
2020-06-09,29.9762,29.58,-1.32%
2020-06-10,30.6454,30.09,-1.81%
2020-06-11,32.0519,31.02,-3.22%
2020-06-12,31.4339,31.52,0.27%
2020-06-15,31.4684,31.95,1.53%
2020-06-16,30.4407,30.53,0.29%
2020-06-17,30.6056,30.68,0.24%
2020-06-18,31.3088,30.87,-1.40%
2020-06-19,31.1872,31.09,-0.31%
2020-06-22,31.2784,31.22,-0.19%
2020-06-23,30.9878,31.25,0.85%
2020-06-24,31.4928,30.76,-2.33%
2020-06-29,32.1192,32.26,0.44%
2020-06-30,31.7983,32.13,1.04%
2020-07-01,31.5759,31.52,-0.18%
2020-07-02,31.5909,31.6,0.03%
2020-07-06,31.4433,31.18,-0.84%
2020-07-07,32.0917,31.43,-2.06%
2020-07-08,32.0686,32.08,0.04%
2020-07-09,33.0599,32.08,-2.96%
2020-07-10,32.7926,33.23,1.33%
2020-07-13,32.6916,32.79,0.30%
2020-07-14,33.147,32.91,-0.71%
2020-07-15,32.7634,32.84,0.23%
2020-07-16,33.1411,32.82,-0.97%
2020-07-17,32.8342,32.98,0.44%
2020-07-20,32.9757,32.91,-0.20%
2020-07-21,33.0448,32.94,-0.32%
2020-07-22,33.3256,32.97,-1.07%
2020-07-23,33.8393,33.2,-1.89%
2020-07-24,33.9617,34.21,0.73%
2020-07-27,33.7604,34.0,0.71%
2020-07-28,34.152,33.3,-2.49%
2020-07-29,33.9036,34.13,0.67%
2020-07-30,34.5125,34.01,-1.46%
2020-07-31,34.4878,34.69,0.59%
2020-08-03,33.9048,34.22,0.93%
2020-08-04,34.6809,33.99,-1.99%
2020-08-05,34.3473,34.46,0.33%
2020-08-06,34.5968,34.32,-0.80%
2020-08-07,34.187,34.82,1.85%
2020-08-10,33.9364,33.9,-0.11%
