交易日期,淨值,市價,折溢價利率(%)
2020-01-02,21.1,20.98,-0.57%
2020-01-03,21.06,20.8,-1.23%
2020-01-06,20.57,20.47,-0.49%
2020-01-07,20.3,20.25,-0.25%
2020-01-08,20.02,20.0,-0.10%
2020-01-09,20.63,20.53,-0.48%
2020-01-10,20.77,20.67,-0.48%
2020-01-13,21.14,20.97,-0.80%
2020-01-14,21.36,21.21,-0.70%
2020-01-15,21.01,20.87,-0.67%
2020-01-16,21.0,20.88,-0.57%
2020-01-17,21.07,20.92,-0.71%
2020-01-20,21.2,21.1,-0.47%
2020-01-30,18.62,18.6,-0.11%
2020-01-31,18.94,18.9,-0.21%
2020-02-03,18.46,18.48,0.11%
2020-02-04,19.14,19.03,-0.57%
2020-02-05,19.17,19.13,-0.21%
2020-02-06,19.82,19.72,-0.50%
2020-02-07,19.31,19.29,-0.10%
2020-02-10,19.23,19.08,-0.78%
2020-02-11,19.56,19.48,-0.41%
2020-02-12,19.91,19.83,-0.40%
2020-02-13,19.93,19.84,-0.45%
2020-02-14,20.05,20.0,-0.25%
2020-02-17,19.91,19.78,-0.65%
2020-02-18,19.47,19.4,-0.36%
2020-02-19,19.92,19.8,-0.60%
2020-02-20,19.75,19.7,-0.25%
2020-02-21,19.58,19.53,-0.26%
2020-02-24,19.07,19.06,-0.05%
2020-02-25,19.16,19.13,-0.16%
2020-02-26,18.77,18.75,-0.11%
2020-02-27,18.29,18.26,-0.16%
2020-03-02,17.96,18.02,0.33%
2020-03-03,18.43,18.35,-0.43%
2020-03-04,18.55,18.51,-0.22%
2020-03-05,18.98,18.89,-0.47%
2020-03-06,18.24,18.23,-0.05%
2020-03-09,17.21,17.15,-0.35%
2020-03-10,17.3,17.29,-0.06%
2020-03-11,16.81,16.79,-0.12%
2020-03-12,15.37,15.22,-0.98%
2020-03-13,14.36,14.52,1.11%
2020-03-16,13.36,13.38,0.15%
2020-03-17,12.46,12.7,1.93%
2020-03-18,11.68,11.94,2.23%
2020-03-19,10.17,10.23,0.59%
2020-03-20,11.83,11.92,0.76%
2020-03-23,10.84,10.9,0.55%
2020-03-24,12.18,12.15,-0.25%
2020-03-25,13.21,13.03,-1.36%
2020-03-26,13.34,13.28,-0.45%
2020-03-27,13.19,13.15,-0.30%
2020-03-30,13.16,13.07,-0.68%
2020-03-31,13.24,13.18,-0.45%
2020-04-01,13.13,13.18,0.38%
2020-04-06,13.86,13.67,-1.37%
2020-04-07,14.35,14.24,-0.77%
2020-04-08,14.71,14.68,-0.20%
2020-04-09,14.64,14.59,-0.34%
2020-04-10,14.74,14.69,-0.34%
2020-04-13,14.58,14.53,-0.34%
2020-04-14,15.37,15.31,-0.39%
